date,ticker,LAST_PRICE,sector
1982-11-03,SPX,142.87,Index
1982-11-04,SPX,141.86,Index
1982-11-05,SPX,142.16,Index
1982-11-08,SPX,140.44,Index
1982-11-09,SPX,143.02,Index
1982-11-10,SPX,141.16,Index
1982-11-11,SPX,141.76,Index
1982-11-12,SPX,139.53,Index
1982-11-15,SPX,137.03,Index
1982-11-16,SPX,135.42,Index
1982-11-17,SPX,137.93,Index
1982-11-18,SPX,138.34,Index
1982-11-19,SPX,137.02,Index
1982-11-22,SPX,134.22,Index
1982-11-23,SPX,132.93,Index
1982-11-24,SPX,133.88,Index
1982-11-26,SPX,134.88,Index
1982-11-29,SPX,134.2,Index
1982-11-30,SPX,138.54,Index
1982-12-01,SPX,138.72,Index
1982-12-02,SPX,138.82,Index
1982-12-03,SPX,138.69,Index
1982-12-06,SPX,141.77,Index
1982-12-07,SPX,142.72,Index
1982-12-08,SPX,141.81,Index
1982-12-09,SPX,140,Index
1982-12-10,SPX,139.57,Index
1982-12-13,SPX,139.95,Index
1982-12-14,SPX,137.39,Index
1982-12-15,SPX,135.24,Index
1982-12-16,SPX,135.3,Index
1982-12-17,SPX,137.49,Index
1982-12-20,SPX,136.26,Index
1982-12-21,SPX,138.61,Index
1982-12-22,SPX,138.83,Index
1982-12-23,SPX,139.72,Index
1982-12-27,SPX,142.18,Index
1982-12-28,SPX,140.77,Index
1982-12-29,SPX,141.24,Index
1982-12-30,SPX,140.33,Index
1982-12-31,SPX,140.64,Index
1983-01-03,SPX,138.34,Index
1983-01-04,SPX,141.35,Index
1983-01-05,SPX,141.96,Index
1983-01-06,SPX,145.27,Index
1983-01-07,SPX,145.18,Index
1983-01-10,SPX,146.78,Index
1983-01-11,SPX,145.78,Index
1983-01-12,SPX,146.69,Index
1983-01-13,SPX,145.72,Index
1983-01-14,SPX,146.65,Index
1983-01-17,SPX,146.71,Index
1983-01-18,SPX,146.4,Index
1983-01-19,SPX,145.27,Index
1983-01-20,SPX,146.29,Index
1983-01-21,SPX,143.85,Index
1983-01-24,SPX,139.97,Index
1983-01-25,SPX,141.75,Index
1983-01-26,SPX,141.54,Index
1983-01-27,SPX,144.27,Index
1983-01-28,SPX,144.51,Index
1983-01-31,SPX,145.3,Index
1983-02-01,SPX,142.96,Index
1983-02-02,SPX,143.23,Index
1983-02-03,SPX,144.26,Index
1983-02-04,SPX,146.14,Index
1983-02-07,SPX,146.93,Index
1983-02-08,SPX,145.7,Index
1983-02-09,SPX,145,Index
1983-02-10,SPX,147.5,Index
1983-02-11,SPX,147.63,Index
1983-02-14,SPX,148.92,Index
1983-02-15,SPX,148.3,Index
1983-02-16,SPX,147.43,Index
1983-02-17,SPX,147.44,Index
1983-02-18,SPX,148,Index
1983-02-22,SPX,145.48,Index
1983-02-23,SPX,146.79,Index
1983-02-24,SPX,149.6,Index
1983-02-25,SPX,149.74,Index
1983-02-28,SPX,148.06,Index
1983-03-01,SPX,150.88,Index
1983-03-02,SPX,152.3,Index
1983-03-03,SPX,153.48,Index
1983-03-04,SPX,153.67,Index
1983-03-07,SPX,153.67,Index
1983-03-08,SPX,151.26,Index
1983-03-09,SPX,152.87,Index
1983-03-10,SPX,151.8,Index
1983-03-11,SPX,151.24,Index
1983-03-14,SPX,150.83,Index
1983-03-15,SPX,151.36,Index
1983-03-16,SPX,149.8,Index
1983-03-17,SPX,149.59,Index
1983-03-18,SPX,149.9,Index
1983-03-21,SPX,151.19,Index
1983-03-22,SPX,150.66,Index
1983-03-23,SPX,152.81,Index
1983-03-24,SPX,153.37,Index
1983-03-25,SPX,152.67,Index
1983-03-28,SPX,151.85,Index
1983-03-29,SPX,151.59,Index
1983-03-30,SPX,153.39,Index
1983-03-31,SPX,152.96,Index
1983-04-04,SPX,153.02,Index
1983-04-05,SPX,151.89,Index
1983-04-06,SPX,151.04,Index
1983-04-07,SPX,151.76,Index
1983-04-08,SPX,152.85,Index
1983-04-11,SPX,155.14,Index
1983-04-12,SPX,155.82,Index
1983-04-13,SPX,156.77,Index
1983-04-14,SPX,158.11,Index
1983-04-15,SPX,158.75,Index
1983-04-18,SPX,159.74,Index
1983-04-19,SPX,158.71,Index
1983-04-20,SPX,160.71,Index
1983-04-21,SPX,160.05,Index
1983-04-22,SPX,160.42,Index
1983-04-25,SPX,158.81,Index
1983-04-26,SPX,161.81,Index
1983-04-27,SPX,161.44,Index
1983-04-28,SPX,162.95,Index
1983-04-29,SPX,164.42,Index
1983-05-02,SPX,162.11,Index
1983-05-03,SPX,162.34,Index
1983-05-04,SPX,163.31,Index
1983-05-05,SPX,164.28,Index
1983-05-06,SPX,166.1,Index
1983-05-09,SPX,165.81,Index
1983-05-10,SPX,165.95,Index
1983-05-11,SPX,164.96,Index
1983-05-12,SPX,164.25,Index
1983-05-13,SPX,164.9,Index
1983-05-16,SPX,163.4,Index
1983-05-17,SPX,163.71,Index
1983-05-18,SPX,163.27,Index
1983-05-19,SPX,161.99,Index
1983-05-20,SPX,162.14,Index
1983-05-23,SPX,163.43,Index
1983-05-24,SPX,165.54,Index
1983-05-25,SPX,166.21,Index
1983-05-26,SPX,165.48,Index
1983-05-27,SPX,164.46,Index
1983-05-31,SPX,162.39,Index
1983-06-01,SPX,162.55,Index
1983-06-02,SPX,163.98,Index
1983-06-03,SPX,164.42,Index
1983-06-06,SPX,164.83,Index
1983-06-07,SPX,162.77,Index
1983-06-08,SPX,161.36,Index
1983-06-09,SPX,161.83,Index
1983-06-10,SPX,162.68,Index
1983-06-13,SPX,164.84,Index
1983-06-14,SPX,165.53,Index
1983-06-15,SPX,167.12,Index
1983-06-16,SPX,169.14,Index
1983-06-17,SPX,169.13,Index
1983-06-20,SPX,169.02,Index
1983-06-21,SPX,170.53,Index
1983-06-22,SPX,170.99,Index
1983-06-23,SPX,170.57,Index
1983-06-24,SPX,170.4,Index
1983-06-27,SPX,168.46,Index
1983-06-28,SPX,165.68,Index
1983-06-29,SPX,166.64,Index
1983-06-30,SPX,168.11,Index
1983-07-01,SPX,168.91,Index
1983-07-05,SPX,166.6,Index
1983-07-06,SPX,168.48,Index
1983-07-07,SPX,167.56,Index
1983-07-08,SPX,167.08,Index
1983-07-11,SPX,168.11,Index
1983-07-12,SPX,165.53,Index
1983-07-13,SPX,165.46,Index
1983-07-14,SPX,166.01,Index
1983-07-15,SPX,164.29,Index
1983-07-18,SPX,163.95,Index
1983-07-19,SPX,164.83,Index
1983-07-20,SPX,169.29,Index
1983-07-21,SPX,169.06,Index
1983-07-22,SPX,168.89,Index
1983-07-25,SPX,169.53,Index
1983-07-26,SPX,170.35,Index
1983-07-27,SPX,167.59,Index
1983-07-28,SPX,165.04,Index
1983-07-29,SPX,162.56,Index
1983-08-01,SPX,162.04,Index
1983-08-02,SPX,162.01,Index
1983-08-03,SPX,163.44,Index
1983-08-04,SPX,161.33,Index
1983-08-05,SPX,161.74,Index
1983-08-08,SPX,159.18,Index
1983-08-09,SPX,160.13,Index
1983-08-10,SPX,161.54,Index
1983-08-11,SPX,161.55,Index
1983-08-12,SPX,162.16,Index
1983-08-15,SPX,163.71,Index
1983-08-16,SPX,163.41,Index
1983-08-17,SPX,165.29,Index
1983-08-18,SPX,163.55,Index
1983-08-19,SPX,163.98,Index
1983-08-22,SPX,164.34,Index
1983-08-23,SPX,162.77,Index
1983-08-24,SPX,161.25,Index
1983-08-25,SPX,160.84,Index
1983-08-26,SPX,162.14,Index
1983-08-29,SPX,162.25,Index
1983-08-30,SPX,162.58,Index
1983-08-31,SPX,164.4,Index
1983-09-01,SPX,164.23,Index
1983-09-02,SPX,165,Index
1983-09-06,SPX,167.89,Index
1983-09-07,SPX,167.96,Index
1983-09-08,SPX,167.77,Index
1983-09-09,SPX,166.92,Index
1983-09-12,SPX,165.48,Index
1983-09-13,SPX,164.8,Index
1983-09-14,SPX,165.36,Index
1983-09-15,SPX,164.38,Index
1983-09-16,SPX,166.24,Index
1983-09-19,SPX,167.62,Index
1983-09-20,SPX,169.25,Index
1983-09-21,SPX,168.41,Index
1983-09-22,SPX,169.76,Index
1983-09-23,SPX,169.51,Index
1983-09-26,SPX,170.07,Index
1983-09-27,SPX,168.43,Index
1983-09-28,SPX,168.01,Index
1983-09-29,SPX,167.23,Index
1983-09-30,SPX,166.07,Index
1983-10-03,SPX,165.8,Index
1983-10-04,SPX,166.27,Index
1983-10-05,SPX,167.74,Index
1983-10-06,SPX,170.28,Index
1983-10-07,SPX,170.8,Index
1983-10-10,SPX,172.65,Index
1983-10-11,SPX,170.34,Index
1983-10-12,SPX,169.63,Index
1983-10-13,SPX,169.88,Index
1983-10-14,SPX,169.86,Index
1983-10-17,SPX,170.43,Index
1983-10-18,SPX,167.81,Index
1983-10-19,SPX,166.73,Index
1983-10-20,SPX,166.98,Index
1983-10-21,SPX,165.95,Index
1983-10-24,SPX,165.99,Index
1983-10-25,SPX,166.47,Index
1983-10-26,SPX,165.38,Index
1983-10-27,SPX,164.84,Index
1983-10-28,SPX,163.37,Index
1983-10-31,SPX,163.55,Index
1983-11-01,SPX,163.64,Index
1983-11-02,SPX,164.84,Index
1983-11-03,SPX,163.45,Index
1983-11-04,SPX,162.44,Index
1983-11-07,SPX,161.91,Index
1983-11-08,SPX,161.76,Index
1983-11-09,SPX,163.97,Index
1983-11-10,SPX,164.41,Index
1983-11-11,SPX,166.29,Index
1983-11-14,SPX,166.58,Index
1983-11-15,SPX,165.36,Index
1983-11-16,SPX,166.08,Index
1983-11-17,SPX,166.13,Index
1983-11-18,SPX,165.09,Index
1983-11-21,SPX,166.05,Index
1983-11-22,SPX,166.84,Index
1983-11-23,SPX,166.96,Index
1983-11-25,SPX,167.18,Index
1983-11-28,SPX,166.54,Index
1983-11-29,SPX,167.91,Index
1983-11-30,SPX,166.4,Index
1983-12-01,SPX,166.49,Index
1983-12-02,SPX,165.44,Index
1983-12-05,SPX,165.77,Index
1983-12-06,SPX,165.47,Index
1983-12-07,SPX,165.91,Index
1983-12-08,SPX,165.2,Index
1983-12-09,SPX,165.09,Index
1983-12-12,SPX,165.62,Index
1983-12-13,SPX,164.93,Index
1983-12-14,SPX,163.33,Index
1983-12-15,SPX,161.67,Index
1983-12-16,SPX,162.39,Index
1983-12-19,SPX,162.32,Index
1983-12-20,SPX,162,Index
1983-12-21,SPX,163.56,Index
1983-12-22,SPX,163.27,Index
1983-12-23,SPX,163.22,Index
1983-12-27,SPX,164.76,Index
1983-12-28,SPX,165.34,Index
1983-12-29,SPX,164.86,Index
1983-12-30,SPX,164.93,Index
1984-01-03,SPX,164.04,Index
1984-01-04,SPX,166.78,Index
1984-01-05,SPX,168.81,Index
1984-01-06,SPX,169.28,Index
1984-01-09,SPX,168.9,Index
1984-01-10,SPX,167.95,Index
1984-01-11,SPX,167.79,Index
1984-01-12,SPX,167.75,Index
1984-01-13,SPX,167.02,Index
1984-01-16,SPX,167.18,Index
1984-01-17,SPX,167.83,Index
1984-01-18,SPX,167.55,Index
1984-01-19,SPX,167.04,Index
1984-01-20,SPX,166.21,Index
1984-01-23,SPX,164.87,Index
1984-01-24,SPX,165.94,Index
1984-01-25,SPX,164.84,Index
1984-01-26,SPX,164.24,Index
1984-01-27,SPX,163.94,Index
1984-01-30,SPX,162.87,Index
1984-01-31,SPX,163.41,Index
1984-02-01,SPX,162.74,Index
1984-02-02,SPX,163.36,Index
1984-02-03,SPX,160.91,Index
1984-02-06,SPX,158.08,Index
1984-02-07,SPX,158.74,Index
1984-02-08,SPX,155.85,Index
1984-02-09,SPX,155.42,Index
1984-02-10,SPX,156.3,Index
1984-02-13,SPX,154.95,Index
1984-02-14,SPX,156.61,Index
1984-02-15,SPX,156.25,Index
1984-02-16,SPX,156.13,Index
1984-02-17,SPX,155.74,Index
1984-02-21,SPX,154.64,Index
1984-02-22,SPX,154.31,Index
1984-02-23,SPX,154.29,Index
1984-02-24,SPX,157.51,Index
1984-02-27,SPX,159.3,Index
1984-02-28,SPX,156.82,Index
1984-02-29,SPX,157.06,Index
1984-03-01,SPX,158.19,Index
1984-03-02,SPX,159.24,Index
1984-03-05,SPX,157.89,Index
1984-03-06,SPX,156.25,Index
1984-03-07,SPX,154.57,Index
1984-03-08,SPX,155.19,Index
1984-03-09,SPX,154.35,Index
1984-03-12,SPX,156.34,Index
1984-03-13,SPX,156.78,Index
1984-03-14,SPX,156.77,Index
1984-03-15,SPX,157.41,Index
1984-03-16,SPX,159.27,Index
1984-03-19,SPX,157.78,Index
1984-03-20,SPX,158.86,Index
1984-03-21,SPX,158.66,Index
1984-03-22,SPX,156.69,Index
1984-03-23,SPX,156.86,Index
1984-03-26,SPX,156.67,Index
1984-03-27,SPX,157.3,Index
1984-03-28,SPX,159.88,Index
1984-03-29,SPX,159.52,Index
1984-03-30,SPX,159.18,Index
1984-04-02,SPX,157.98,Index
1984-04-03,SPX,157.66,Index
1984-04-04,SPX,157.54,Index
1984-04-05,SPX,155.04,Index
1984-04-06,SPX,155.48,Index
1984-04-09,SPX,155.45,Index
1984-04-10,SPX,155.87,Index
1984-04-11,SPX,155,Index
1984-04-12,SPX,157.73,Index
1984-04-13,SPX,157.31,Index
1984-04-16,SPX,158.32,Index
1984-04-17,SPX,158.97,Index
1984-04-18,SPX,157.9,Index
1984-04-19,SPX,158.02,Index
1984-04-23,SPX,156.8,Index
1984-04-24,SPX,158.07,Index
1984-04-25,SPX,158.65,Index
1984-04-26,SPX,160.3,Index
1984-04-27,SPX,159.89,Index
1984-04-30,SPX,160.05,Index
1984-05-01,SPX,161.68,Index
1984-05-02,SPX,161.9,Index
1984-05-03,SPX,161.2,Index
1984-05-04,SPX,159.11,Index
1984-05-07,SPX,159.47,Index
1984-05-08,SPX,160.52,Index
1984-05-09,SPX,160.11,Index
1984-05-10,SPX,160,Index
1984-05-11,SPX,158.49,Index
1984-05-14,SPX,157.5,Index
1984-05-15,SPX,158,Index
1984-05-16,SPX,157.99,Index
1984-05-17,SPX,156.57,Index
1984-05-18,SPX,155.78,Index
1984-05-21,SPX,154.73,Index
1984-05-22,SPX,153.88,Index
1984-05-23,SPX,153.15,Index
1984-05-24,SPX,151.23,Index
1984-05-25,SPX,151.62,Index
1984-05-29,SPX,150.29,Index
1984-05-30,SPX,150.35,Index
1984-05-31,SPX,150.55,Index
1984-06-01,SPX,153.24,Index
1984-06-04,SPX,154.34,Index
1984-06-05,SPX,153.65,Index
1984-06-06,SPX,155.01,Index
1984-06-07,SPX,154.92,Index
1984-06-08,SPX,155.17,Index
1984-06-11,SPX,153.06,Index
1984-06-12,SPX,152.19,Index
1984-06-13,SPX,152.13,Index
1984-06-14,SPX,150.39,Index
1984-06-15,SPX,149.03,Index
1984-06-18,SPX,151.73,Index
1984-06-19,SPX,152.61,Index
1984-06-20,SPX,154.84,Index
1984-06-21,SPX,154.51,Index
1984-06-22,SPX,154.46,Index
1984-06-25,SPX,153.97,Index
1984-06-26,SPX,152.71,Index
1984-06-27,SPX,151.64,Index
1984-06-28,SPX,152.84,Index
1984-06-29,SPX,153.18,Index
1984-07-02,SPX,153.2,Index
1984-07-03,SPX,153.7,Index
1984-07-05,SPX,152.76,Index
1984-07-06,SPX,152.24,Index
1984-07-09,SPX,153.36,Index
1984-07-10,SPX,152.89,Index
1984-07-11,SPX,150.56,Index
1984-07-12,SPX,150.03,Index
1984-07-13,SPX,150.88,Index
1984-07-16,SPX,151.6,Index
1984-07-17,SPX,152.38,Index
1984-07-18,SPX,151.4,Index
1984-07-19,SPX,150.37,Index
1984-07-20,SPX,149.55,Index
1984-07-23,SPX,148.95,Index
1984-07-24,SPX,147.82,Index
1984-07-25,SPX,148.83,Index
1984-07-26,SPX,150.08,Index
1984-07-27,SPX,151.19,Index
1984-07-30,SPX,150.19,Index
1984-07-31,SPX,150.66,Index
1984-08-01,SPX,154.08,Index
1984-08-02,SPX,157.99,Index
1984-08-03,SPX,162.35,Index
1984-08-06,SPX,162.6,Index
1984-08-07,SPX,162.71,Index
1984-08-08,SPX,161.75,Index
1984-08-09,SPX,165.54,Index
1984-08-10,SPX,165.42,Index
1984-08-13,SPX,165.43,Index
1984-08-14,SPX,164.42,Index
1984-08-15,SPX,162.8,Index
1984-08-16,SPX,163.77,Index
1984-08-17,SPX,164.14,Index
1984-08-20,SPX,164.94,Index
1984-08-21,SPX,167.83,Index
1984-08-22,SPX,167.06,Index
1984-08-23,SPX,167.12,Index
1984-08-24,SPX,167.51,Index
1984-08-27,SPX,166.44,Index
1984-08-28,SPX,167.4,Index
1984-08-29,SPX,167.1,Index
1984-08-30,SPX,166.6,Index
1984-08-31,SPX,166.68,Index
1984-09-04,SPX,164.88,Index
1984-09-05,SPX,164.29,Index
1984-09-06,SPX,165.65,Index
1984-09-07,SPX,164.37,Index
1984-09-10,SPX,164.26,Index
1984-09-11,SPX,164.45,Index
1984-09-12,SPX,164.68,Index
1984-09-13,SPX,167.94,Index
1984-09-14,SPX,168.78,Index
1984-09-17,SPX,168.87,Index
1984-09-18,SPX,167.65,Index
1984-09-19,SPX,166.94,Index
1984-09-20,SPX,167.47,Index
1984-09-21,SPX,165.67,Index
1984-09-24,SPX,165.28,Index
1984-09-25,SPX,165.62,Index
1984-09-26,SPX,166.28,Index
1984-09-27,SPX,166.96,Index
1984-09-28,SPX,166.1,Index
1984-10-01,SPX,164.62,Index
1984-10-02,SPX,163.59,Index
1984-10-03,SPX,162.44,Index
1984-10-04,SPX,162.92,Index
1984-10-05,SPX,162.68,Index
1984-10-08,SPX,162.13,Index
1984-10-09,SPX,161.67,Index
1984-10-10,SPX,162.11,Index
1984-10-11,SPX,162.78,Index
1984-10-12,SPX,164.18,Index
1984-10-15,SPX,165.77,Index
1984-10-16,SPX,164.78,Index
1984-10-17,SPX,164.14,Index
1984-10-18,SPX,168.1,Index
1984-10-19,SPX,167.96,Index
1984-10-22,SPX,167.36,Index
1984-10-23,SPX,167.09,Index
1984-10-24,SPX,167.2,Index
1984-10-25,SPX,166.31,Index
1984-10-26,SPX,165.29,Index
1984-10-29,SPX,164.78,Index
1984-10-30,SPX,166.84,Index
1984-10-31,SPX,166.09,Index
1984-11-01,SPX,167.49,Index
1984-11-02,SPX,167.42,Index
1984-11-05,SPX,168.58,Index
1984-11-06,SPX,170.41,Index
1984-11-07,SPX,169.17,Index
1984-11-08,SPX,168.68,Index
1984-11-09,SPX,167.6,Index
1984-11-12,SPX,167.36,Index
1984-11-13,SPX,165.97,Index
1984-11-14,SPX,165.99,Index
1984-11-15,SPX,165.89,Index
1984-11-16,SPX,164.1,Index
1984-11-19,SPX,163.1,Index
1984-11-20,SPX,164.18,Index
1984-11-21,SPX,164.52,Index
1984-11-23,SPX,166.92,Index
1984-11-26,SPX,165.55,Index
1984-11-27,SPX,166.29,Index
1984-11-28,SPX,165.02,Index
1984-11-29,SPX,163.91,Index
1984-11-30,SPX,163.58,Index
1984-12-03,SPX,162.82,Index
1984-12-04,SPX,163.38,Index
1984-12-05,SPX,162.1,Index
1984-12-06,SPX,162.76,Index
1984-12-07,SPX,162.26,Index
1984-12-10,SPX,162.83,Index
1984-12-11,SPX,163.07,Index
1984-12-12,SPX,162.63,Index
1984-12-13,SPX,161.81,Index
1984-12-14,SPX,162.69,Index
1984-12-17,SPX,163.61,Index
1984-12-18,SPX,168.11,Index
1984-12-19,SPX,167.16,Index
1984-12-20,SPX,166.38,Index
1984-12-21,SPX,165.51,Index
1984-12-24,SPX,166.76,Index
1984-12-26,SPX,166.47,Index
1984-12-27,SPX,165.75,Index
1984-12-28,SPX,166.26,Index
1984-12-31,SPX,167.24,Index
1985-01-02,SPX,165.37,Index
1985-01-03,SPX,164.57,Index
1985-01-04,SPX,163.68,Index
1985-01-07,SPX,164.24,Index
1985-01-08,SPX,163.99,Index
1985-01-09,SPX,165.18,Index
1985-01-10,SPX,168.31,Index
1985-01-11,SPX,167.91,Index
1985-01-14,SPX,170.51,Index
1985-01-15,SPX,170.81,Index
1985-01-16,SPX,171.19,Index
1985-01-17,SPX,170.73,Index
1985-01-18,SPX,171.32,Index
1985-01-21,SPX,175.23,Index
1985-01-22,SPX,175.48,Index
1985-01-23,SPX,177.3,Index
1985-01-24,SPX,176.71,Index
1985-01-25,SPX,177.35,Index
1985-01-28,SPX,177.4,Index
1985-01-29,SPX,179.18,Index
1985-01-30,SPX,179.39,Index
1985-01-31,SPX,179.63,Index
1985-02-01,SPX,178.63,Index
1985-02-04,SPX,180.35,Index
1985-02-05,SPX,180.61,Index
1985-02-06,SPX,180.43,Index
1985-02-07,SPX,181.82,Index
1985-02-08,SPX,182.19,Index
1985-02-11,SPX,180.51,Index
1985-02-12,SPX,180.56,Index
1985-02-13,SPX,183.35,Index
1985-02-14,SPX,182.41,Index
1985-02-15,SPX,181.6,Index
1985-02-19,SPX,181.33,Index
1985-02-20,SPX,181.18,Index
1985-02-21,SPX,180.19,Index
1985-02-22,SPX,179.36,Index
1985-02-25,SPX,179.23,Index
1985-02-26,SPX,181.17,Index
1985-02-27,SPX,180.71,Index
1985-02-28,SPX,181.18,Index
1985-03-01,SPX,183.23,Index
1985-03-04,SPX,182.06,Index
1985-03-05,SPX,182.23,Index
1985-03-06,SPX,180.65,Index
1985-03-07,SPX,179.51,Index
1985-03-08,SPX,179.1,Index
1985-03-11,SPX,178.79,Index
1985-03-12,SPX,179.66,Index
1985-03-13,SPX,178.19,Index
1985-03-14,SPX,177.84,Index
1985-03-15,SPX,176.53,Index
1985-03-18,SPX,176.88,Index
1985-03-19,SPX,179.54,Index
1985-03-20,SPX,179.08,Index
1985-03-21,SPX,179.35,Index
1985-03-22,SPX,179.04,Index
1985-03-25,SPX,177.97,Index
1985-03-26,SPX,178.43,Index
1985-03-27,SPX,179.54,Index
1985-03-28,SPX,179.54,Index
1985-03-29,SPX,180.66,Index
1985-04-01,SPX,181.27,Index
1985-04-02,SPX,180.53,Index
1985-04-03,SPX,179.11,Index
1985-04-04,SPX,179.03,Index
1985-04-08,SPX,178.03,Index
1985-04-09,SPX,178.21,Index
1985-04-10,SPX,179.42,Index
1985-04-11,SPX,180.19,Index
1985-04-12,SPX,180.54,Index
1985-04-15,SPX,180.92,Index
1985-04-16,SPX,181.2,Index
1985-04-17,SPX,181.68,Index
1985-04-18,SPX,180.84,Index
1985-04-19,SPX,181.11,Index
1985-04-22,SPX,180.7,Index
1985-04-23,SPX,181.88,Index
1985-04-24,SPX,182.26,Index
1985-04-25,SPX,183.43,Index
1985-04-26,SPX,182.18,Index
1985-04-29,SPX,180.63,Index
1985-04-30,SPX,179.83,Index
1985-05-01,SPX,178.37,Index
1985-05-02,SPX,179.01,Index
1985-05-03,SPX,180.08,Index
1985-05-06,SPX,179.99,Index
1985-05-07,SPX,180.76,Index
1985-05-08,SPX,180.62,Index
1985-05-09,SPX,181.92,Index
1985-05-10,SPX,184.28,Index
1985-05-13,SPX,184.61,Index
1985-05-14,SPX,183.87,Index
1985-05-15,SPX,184.54,Index
1985-05-16,SPX,185.66,Index
1985-05-17,SPX,187.42,Index
1985-05-20,SPX,189.72,Index
1985-05-21,SPX,189.64,Index
1985-05-22,SPX,188.56,Index
1985-05-23,SPX,187.6,Index
1985-05-24,SPX,188.29,Index
1985-05-28,SPX,187.86,Index
1985-05-29,SPX,187.68,Index
1985-05-30,SPX,187.75,Index
1985-05-31,SPX,189.55,Index
1985-06-03,SPX,189.32,Index
1985-06-04,SPX,190.04,Index
1985-06-05,SPX,190.16,Index
1985-06-06,SPX,191.06,Index
1985-06-07,SPX,189.68,Index
1985-06-10,SPX,189.51,Index
1985-06-11,SPX,189.04,Index
1985-06-12,SPX,187.61,Index
1985-06-13,SPX,185.33,Index
1985-06-14,SPX,187.1,Index
1985-06-17,SPX,186.53,Index
1985-06-18,SPX,187.34,Index
1985-06-19,SPX,186.63,Index
1985-06-20,SPX,186.73,Index
1985-06-21,SPX,189.61,Index
1985-06-24,SPX,189.15,Index
1985-06-25,SPX,189.74,Index
1985-06-26,SPX,190.06,Index
1985-06-27,SPX,191.23,Index
1985-06-28,SPX,191.85,Index
1985-07-01,SPX,192.43,Index
1985-07-02,SPX,192.01,Index
1985-07-03,SPX,191.45,Index
1985-07-05,SPX,192.52,Index
1985-07-08,SPX,191.93,Index
1985-07-09,SPX,191.05,Index
1985-07-10,SPX,192.37,Index
1985-07-11,SPX,192.94,Index
1985-07-12,SPX,193.29,Index
1985-07-15,SPX,192.72,Index
1985-07-16,SPX,194.72,Index
1985-07-17,SPX,195.65,Index
1985-07-18,SPX,194.38,Index
1985-07-19,SPX,195.13,Index
1985-07-22,SPX,194.35,Index
1985-07-23,SPX,192.55,Index
1985-07-24,SPX,191.58,Index
1985-07-25,SPX,192.06,Index
1985-07-26,SPX,192.4,Index
1985-07-29,SPX,189.6,Index
1985-07-30,SPX,189.93,Index
1985-07-31,SPX,190.92,Index
1985-08-01,SPX,192.11,Index
1985-08-02,SPX,191.48,Index
1985-08-05,SPX,190.62,Index
1985-08-06,SPX,187.93,Index
1985-08-07,SPX,187.68,Index
1985-08-08,SPX,188.95,Index
1985-08-09,SPX,188.32,Index
1985-08-12,SPX,187.63,Index
1985-08-13,SPX,187.3,Index
1985-08-14,SPX,187.41,Index
1985-08-15,SPX,187.26,Index
1985-08-16,SPX,186.1,Index
1985-08-19,SPX,186.38,Index
1985-08-20,SPX,188.08,Index
1985-08-21,SPX,189.16,Index
1985-08-22,SPX,187.36,Index
1985-08-23,SPX,187.17,Index
1985-08-26,SPX,187.31,Index
1985-08-27,SPX,188.1,Index
1985-08-28,SPX,188.83,Index
1985-08-29,SPX,188.93,Index
1985-08-30,SPX,188.63,Index
1985-09-03,SPX,187.91,Index
1985-09-04,SPX,187.37,Index
1985-09-05,SPX,187.27,Index
1985-09-06,SPX,188.24,Index
1985-09-09,SPX,188.25,Index
1985-09-10,SPX,186.9,Index
1985-09-11,SPX,185.03,Index
1985-09-12,SPX,183.69,Index
1985-09-13,SPX,182.91,Index
1985-09-16,SPX,182.88,Index
1985-09-17,SPX,181.36,Index
1985-09-18,SPX,181.71,Index
1985-09-19,SPX,183.39,Index
1985-09-20,SPX,182.05,Index
1985-09-23,SPX,184.3,Index
1985-09-24,SPX,182.62,Index
1985-09-25,SPX,180.66,Index
1985-09-26,SPX,181.29,Index
1985-09-27,SPX,181.3,Index
1985-09-30,SPX,182.08,Index
1985-10-01,SPX,185.07,Index
1985-10-02,SPX,184.06,Index
1985-10-03,SPX,184.36,Index
1985-10-04,SPX,183.22,Index
1985-10-07,SPX,181.87,Index
1985-10-08,SPX,181.87,Index
1985-10-09,SPX,182.52,Index
1985-10-10,SPX,182.78,Index
1985-10-11,SPX,184.28,Index
1985-10-14,SPX,186.37,Index
1985-10-15,SPX,186.08,Index
1985-10-16,SPX,187.98,Index
1985-10-17,SPX,187.66,Index
1985-10-18,SPX,187.04,Index
1985-10-21,SPX,186.96,Index
1985-10-22,SPX,188.04,Index
1985-10-23,SPX,189.09,Index
1985-10-24,SPX,188.5,Index
1985-10-25,SPX,187.52,Index
1985-10-28,SPX,187.76,Index
1985-10-29,SPX,189.23,Index
1985-10-30,SPX,190.07,Index
1985-10-31,SPX,189.82,Index
1985-11-01,SPX,191.53,Index
1985-11-04,SPX,191.25,Index
1985-11-05,SPX,192.37,Index
1985-11-06,SPX,192.76,Index
1985-11-07,SPX,192.62,Index
1985-11-08,SPX,193.72,Index
1985-11-11,SPX,197.28,Index
1985-11-12,SPX,198.08,Index
1985-11-13,SPX,197.1,Index
1985-11-14,SPX,199.06,Index
1985-11-15,SPX,198.11,Index
1985-11-18,SPX,198.71,Index
1985-11-19,SPX,198.67,Index
1985-11-20,SPX,198.99,Index
1985-11-21,SPX,201.41,Index
1985-11-22,SPX,201.52,Index
1985-11-25,SPX,200.35,Index
1985-11-26,SPX,200.67,Index
